TotalSF,GrLivArea,1stFlrSF,TotalBsmtSF,OverallQual,OverallCond,ExterQual_num,KitchenQual_num,HouseAge,YearsSinceRemodel,TotalBath,GarageCars,GarageArea,Fireplaces,HasBasement,HasGarage,LotArea,SalePrice
4084,2042,2042,2042,8,5,5,5,16,15,2.5,3,1390,1,1,1,12704,253293
1632,816,816,816,6,5,3,3,34,34,2.0,0,0,0,1,0,11841,118500
4012,2775,1521,1237,10,9,5,4,131,24,3.5,2,880,1,1,1,13500,325000
2457,1573,989,884,4,7,3,4,89,29,1.0,1,240,0,1,1,6120,133000
3896,2028,2028,1868,8,5,4,4,19,18,3.0,3,880,2,1,1,11443,369900
1654,838,838,816,6,7,3,2,106,24,2.0,1,275,0,1,1,10267,130000
1700,860,860,840,5,6,3,3,42,42,2.0,2,528,0,1,1,8740,137000
2910,1473,1473,1437,5,8,3,5,56,21,3.0,1,452,2,1,1,25095,143000
1521,935,779,742,5,6,3,3,94,64,1.0,1,308,0,1,1,9100,79500
2352,1582,770,770,7,5,4,4,20,20,2.5,2,520,0,1,1,8320,185900
4018,2296,1728,1722,10,5,5,5,16,16,3.5,3,842,1,1,1,13478,451950
1632,816,816,816,5,8,3,3,42,21,2.0,2,816,0,1,1,6600,138000
1696,848,848,848,6,5,4,4,21,21,2.0,2,420,0,1,1,4435,140000
1848,924,924,924,5,6,3,3,49,49,1.0,1,280,0,1,1,7990,110000
3640,1826,1826,1814,8,5,4,4,19,18,3.0,3,758,1,1,1,11302,319000
2052,1368,684,684,6,7,3,3,114,31,1.0,1,216,0,1,1,3600,114504
2660,1402,1402,1258,7,5,4,4,18,17,2.0,3,648,1,1,1,3922,194201
3077,1647,1647,1430,5,6,3,4,47,47,3.0,2,621,1,1,1,12984,217500
2272,1556,716,716,6,6,3,3,44,44,3.5,2,452,1,1,1,1950,151000
2962,1904,1058,1058,8,5,4,5,19,19,3.5,2,736,1,1,1,10927,275000
2155,1375,780,780,6,6,3,4,87,74,1.5,1,544,1,1,1,9000,141000
2823,1915,927,908,8,5,4,4,32,32,3.5,2,506,1,1,1,10041,220000
1800,1200,600,600,7,5,4,4,20,19,2.5,2,480,0,1,1,3182,151000
2988,1494,1494,1494,7,5,4,4,22,22,3.0,2,530,1,1,1,12803,221000
2754,1986,1186,768,7,6,3,3,59,34,2.5,2,486,3,1,1,13600,205000
2080,1040,1040,1040,5,5,3,4,28,28,2.0,2,576,0,1,1,12464,152000
2904,2008,1112,896,5,8,3,5,76,22,4.0,1,230,0,1,1,7800,225000
4159,3194,1940,965,8,6,3,3,90,26,2.5,2,380,2,1,1,12168,359100
2058,1029,1029,1029,4,5,3,3,63,63,2.0,1,261,0,1,1,7943,118500
3593,2153,1476,1440,9,5,4,5,24,24,3.5,3,736,2,1,1,11050,313000
2064,1032,1032,1032,6,6,3,3,46,46,2.5,2,564,1,1,1,10395,148000
3171,1872,1299,1299,8,5,4,5,23,23,3.5,2,531,1,1,1,11885,261500
2240,1120,1120,1120,5,5,3,3,17,17,1.0,0,0,0,1,0,8402,147000
1260,630,630,630,4,6,3,3,52,52,2.0,0,0,0,1,0,1491,75500
1990,1054,1054,936,6,7,3,4,61,61,2.0,2,480,0,1,1,8800,137500
2292,1509,807,783,6,5,4,4,22,21,3.5,2,393,1,1,1,7861,183200
1664,832,832,832,6,6,3,4,70,70,1.0,2,528,0,1,1,7227,105500
3650,1828,1828,1822,9,5,5,4,17,17,2.0,3,774,1,1,1,11694,314813
3744,2262,1482,1482,8,5,4,4,21,21,3.5,3,749,2,1,1,12244,305000
1728,864,864,864,3,3,3,3,110,74,2.0,0,0,0,1,0,8248,67000
4136,2614,1548,1522,6,7,3,3,50,27,2.5,2,624,1,1,1,10800,240000
1960,980,980,980,5,6,3,3,47,47,1.0,2,484,0,1,1,7064,135000
2268,1512,756,756,6,5,4,4,24,24,2.5,2,440,1,1,1,2117,168500
2522,1790,1012,732,6,5,3,3,52,52,3.0,2,484,1,1,1,10400,165150
2232,1116,1116,1116,6,6,3,3,62,62,1.5,2,440,0,1,1,10000,160000
2400,1422,1422,978,5,5,3,3,64,46,1.0,1,286,1,1,1,12342,139900
2676,1520,1520,1156,6,6,3,3,69,52,2.0,1,364,2,1,1,9600,153000
3120,2080,1040,1040,5,5,3,2,55,55,2.5,2,504,2,1,1,11606,135000
2598,1350,1350,1248,6,5,3,3,60,60,2.5,2,520,0,1,1,9020,168500
2386,1750,1089,636,5,6,3,5,144,33,1.0,1,240,0,1,1,9000,124000
3108,1554,1554,1554,8,5,4,4,18,18,2.0,2,627,1,1,1,4590,209500
2797,1411,1411,1386,7,5,3,3,47,47,2.0,2,544,1,1,1,11900,82500
2112,1056,1056,1056,5,7,3,3,70,19,1.5,1,260,0,1,1,9250,139400
2112,1056,1056,1056,6,5,3,3,44,44,2.0,2,576,0,1,1,6979,144000
4320,3395,1440,1440,6,7,2,2,110,29,2.0,0,0,0,1,0,10896,200000
1064,800,800,264,2,3,2,2,88,74,1.0,0,0,1,1,0,6120,60000
2198,1387,811,811,5,4,3,4,70,70,2.0,1,256,0,1,1,6000,93000
1592,796,796,796,5,7,3,3,114,74,1.0,0,0,0,1,0,8777,85000
3087,1567,1567,1520,8,5,4,5,18,18,3.0,3,648,1,1,1,3982,264561
3036,1518,1518,1518,8,5,5,5,21,20,1.5,2,588,1,1,1,12677,274000
2986,1929,1057,1057,7,5,4,4,23,23,3.5,2,650,1,1,1,7050,226000
4656,2704,2000,1952,8,7,4,5,52,29,3.5,2,538,3,1,1,13860,345000
2400,1620,780,780,5,5,3,3,55,55,2.5,2,462,0,1,1,10793,152000
3532,1766,1766,1766,9,5,5,5,15,15,3.5,3,478,1,1,1,9187,370878
1962,981,981,981,6,5,3,3,53,53,2.5,2,576,0,1,1,10530,143250
1048,1048,1048,0,5,5,3,3,74,74,1.0,2,420,0,0,1,7200,98300
2188,1094,1094,1094,6,5,3,3,71,71,1.0,2,495,2,1,1,10452,155000
2595,1839,1051,756,6,5,3,3,58,58,1.5,2,442,1,1,1,7700,155000
1260,630,630,630,4,6,3,3,54,54,2.0,0,0,0,1,0,1936,84500
2478,1665,822,813,7,6,4,4,17,17,2.5,2,562,0,1,1,8125,205950
2265,1510,755,755,4,5,3,3,84,74,2.0,1,296,1,1,1,9084,108000
2596,1716,909,880,7,5,4,4,28,28,2.5,2,512,1,1,1,8750,191000
2225,1469,756,756,6,7,3,3,118,29,1.0,1,216,0,1,1,10320,135000
4222,2113,2113,2109,8,6,4,4,29,29,3.5,3,839,1,1,1,10437,350000
1617,1092,525,525,6,5,3,3,53,53,1.5,1,264,0,1,1,1680,88000
2106,1053,1053,1053,5,7,4,4,65,18,2.5,1,312,0,1,1,10007,145500
2278,1502,851,776,7,6,3,3,93,24,1.5,1,270,1,1,1,7200,149000
2370,1458,912,912,6,5,3,3,76,74,1.5,1,330,1,1,1,17503,97500
2972,1486,1486,1486,5,7,3,3,60,25,2.0,2,480,0,1,1,9937,167000
2728,1935,1142,793,7,7,3,3,48,48,2.5,2,550,1,1,1,12384,197900
4077,2448,1686,1629,8,7,4,4,30,19,3.5,3,711,1,1,1,46589,402000
2784,1392,1392,1392,6,3,3,3,56,56,2.0,2,576,2,1,1,13560,110000
2319,1181,1181,1138,4,5,3,3,52,52,3.0,2,588,0,1,1,10012,137500
4174,2097,2097,2077,8,5,4,5,19,18,2.5,3,1134,1,1,1,20896,423000
3342,1936,1454,1406,8,5,4,4,24,24,2.5,2,504,1,1,1,11194,230500
3401,2380,1465,1021,6,5,3,3,59,45,2.5,2,596,1,1,1,18450,129000
3087,1679,1679,1408,6,5,3,4,30,26,3.0,2,575,1,1,1,8125,193500
2625,1437,1437,1188,5,6,3,3,68,37,2.5,2,576,1,1,1,14175,168000
1880,1180,1180,700,4,5,3,2,102,74,1.0,1,252,1,1,1,11600,137500
2214,1476,738,738,6,5,4,4,19,19,3.5,2,540,0,1,1,8633,173500
2041,1369,697,672,6,6,3,3,99,74,3.0,1,300,0,1,1,6629,103600
2416,1208,1208,1208,6,6,4,3,47,47,2.5,2,546,1,1,1,11250,165000
3316,1839,1839,1477,6,7,3,4,67,20,3.0,2,416,2,1,1,14442,257500
2272,1136,1136,1136,6,6,3,3,59,59,2.0,1,384,1,1,1,9200,140000
2296,1441,855,855,6,6,3,3,46,46,2.5,2,440,1,1,1,2289,148500
2869,1774,1095,1095,4,2,3,3,124,74,3.0,3,779,0,1,1,9600,87000
1560,792,792,768,5,8,4,4,100,18,1.0,1,240,0,1,1,9022,109500
4092,2046,2046,2046,8,5,4,4,16,16,2.5,3,834,1,1,1,11844,372500
1976,988,988,988,5,5,3,3,63,63,2.0,2,572,0,1,1,9945,128500
1846,923,923,923,6,5,3,3,44,44,2.0,1,264,1,1,1,8012,143000
2313,1520,848,793,5,5,3,3,92,24,1.0,1,281,0,1,1,4500,159434
2582,1291,1291,1291,6,5,3,4,28,27,2.0,2,431,1,1,1,2887,173000
3294,1668,1668,1626,9,5,4,4,22,22,3.0,3,702,1,1,1,11248,285000
3034,1839,1195,1195,7,5,4,3,26,26,2.5,2,486,0,1,1,16770,221000
3280,2090,1190,1190,7,5,4,4,40,40,3.0,2,577,1,1,1,5062,207500
2635,1761,874,874,7,6,4,4,17,17,3.0,2,578,0,1,1,10207,227875
1653,1102,551,551,7,5,4,4,20,20,2.5,2,480,0,1,1,5105,148800
2838,1419,1419,1419,8,6,4,4,17,17,3.0,2,567,1,1,1,8089,392000
2724,1362,1362,1362,6,5,4,4,19,18,2.0,2,460,1,1,1,7577,194700
1696,848,848,848,6,5,4,4,20,20,2.0,2,420,1,1,1,4426,141000
6760,4316,2444,2444,10,6,5,5,30,29,4.0,3,832,2,1,1,21535,755000
3729,2519,1238,1210,7,5,4,4,35,34,3.5,2,628,2,1,1,26178,335000
2146,1073,1073,1073,5,6,3,3,103,56,1.0,1,326,0,1,1,5400,108480
2466,1539,1067,927,5,6,3,3,88,74,1.5,2,576,0,1,1,6120,141500
2249,1137,1137,1112,6,6,3,4,37,37,3.0,2,551,1,1,1,13811,176000
1232,616,616,616,5,7,3,3,103,74,1.0,1,205,0,1,1,6000,89000
2128,1148,1148,980,5,7,3,3,72,72,1.5,1,308,0,1,1,6420,123500
1788,894,894,894,5,8,3,3,59,15,2.0,1,336,1,1,1,8450,138500
2782,1391,1391,1391,7,5,4,4,20,20,2.0,2,530,0,1,1,4282,196000
3600,1800,1800,1800,8,5,4,4,22,22,3.0,3,765,1,1,1,14331,312500
2328,1164,1164,1164,7,5,3,3,55,55,1.5,2,528,0,1,1,9600,140000
3810,2576,1264,1234,8,5,5,5,18,18,2.5,3,666,1,1,1,12438,361919
2172,1812,1032,360,5,9,3,4,124,28,2.0,2,672,1,1,1,7630,140000
2957,1484,1484,1473,7,5,4,4,20,19,3.0,2,606,0,1,1,8400,213000
1092,1092,372,0,4,5,2,2,94,74,2.0,0,0,0,0,0,5600,55000
3467,1824,1824,1643,7,5,3,4,53,22,3.0,2,739,2,1,1,115149,302000
2648,1324,1324,1324,8,5,4,4,18,18,3.0,2,550,1,1,1,6240,254000
2184,1456,728,728,7,5,4,4,17,17,2.5,2,400,1,1,1,9018,179540
1780,904,904,876,5,7,3,3,58,58,1.0,1,408,0,1,1,7162,109900
999,729,729,270,3,6,4,3,89,21,1.0,0,0,0,1,0,4130,52000
2037,1178,859,859,4,7,3,3,124,74,1.0,1,384,0,1,1,8712,102776
2456,1228,1228,1228,8,5,4,4,36,35,3.0,2,472,1,1,1,4671,189000
1920,960,960,960,4,5,3,3,54,54,2.0,2,576,0,1,1,9873,129000
2204,1479,725,725,6,8,4,4,48,19,2.5,2,475,0,1,1,13517,130500
2414,1350,1350,1064,6,5,3,3,50,50,2.0,2,478,1,1,1,10140,165000
3272,2554,1576,718,7,8,3,3,134,26,1.5,2,704,0,1,1,10800,159500
2354,1178,1178,1176,5,6,3,4,51,24,2.0,2,439,1,1,1,10000,157000
3729,2418,1325,1311,7,5,4,4,31,30,3.5,3,983,1,1,1,10542,341000
1942,971,971,971,5,6,3,3,55,55,1.5,1,300,1,1,1,9920,128500
3484,1742,1742,1742,8,5,4,4,39,39,3.0,2,564,1,1,1,6563,275000
1696,848,848,848,6,5,4,4,20,20,2.0,2,420,0,1,1,4426,143000
1728,864,864,864,4,7,3,3,54,54,1.0,2,463,0,1,1,8120,124500
2411,1470,997,941,4,6,3,3,70,52,2.0,1,548,0,1,1,8172,135000
3396,1698,1698,1698,9,5,5,5,17,16,3.0,3,768,1,1,1,13286,320000
1728,864,864,864,4,6,3,4,54,54,1.0,2,660,0,1,1,6960,120500
2560,1680,1680,880,6,9,4,4,36,17,3.0,2,540,1,1,1,21695,222000
2464,1232,1232,1232,7,5,4,4,17,17,3.0,2,632,0,1,1,7314,194500
3360,1776,1776,1584,5,5,3,3,66,66,3.0,3,888,0,1,1,11475,110000
1628,1208,848,780,4,5,3,3,99,74,1.0,2,539,0,1,1,6240,103000
3211,1616,1616,1595,8,5,4,4,29,28,3.0,2,608,1,1,1,5389,236500
2014,1146,1146,868,7,5,4,4,21,21,3.0,2,438,1,1,1,9590,187500
3184,2031,1153,1153,7,5,4,4,26,25,2.5,2,541,1,1,1,11404,222500
2008,1144,1144,864,5,6,3,3,63,41,2.0,1,264,1,1,1,10000,131400
1896,948,948,948,5,5,3,3,56,56,1.0,1,300,0,1,1,8978,108000
2648,1768,880,880,7,7,3,3,110,54,1.5,2,320,2,1,1,10800,163000
1040,1040,1040,0,3,4,3,3,74,74,2.0,2,400,0,0,1,8544,93500
2694,1801,901,893,8,5,4,4,19,19,2.5,3,800,1,1,1,10463,239900
2400,1200,1200,1200,5,5,3,3,37,36,6.0,0,0,0,1,0,10800,179000
2592,1728,864,864,7,5,4,4,20,20,2.5,2,572,0,1,1,9313,190000
1696,1432,768,264,5,7,3,3,114,22,2.0,2,360,0,1,1,9600,132000
1824,912,912,912,6,8,3,4,63,28,2.5,1,288,0,1,1,6768,142000
2698,1349,1349,1349,7,5,3,3,24,23,2.0,2,539,0,1,1,8450,179000
1984,1464,1464,520,5,6,3,3,61,25,2.5,2,480,1,1,1,12886,175000
2674,1337,1337,1337,8,5,4,4,31,31,3.0,2,462,1,1,1,5395,180000
3857,2715,1175,1142,8,9,5,4,48,28,4.0,2,831,2,1,1,8963,299800
3208,2256,980,952,7,5,4,4,24,24,2.5,2,554,1,1,1,8795,236000
3880,2640,1320,1240,7,7,4,4,144,21,1.5,4,864,1,1,1,11700,265979
3440,1720,1720,1720,7,5,4,4,28,28,3.0,2,527,1,1,1,10593,260400
1529,1529,1088,0,4,3,3,3,79,74,2.0,1,240,0,0,1,8405,98000
1716,1140,792,576,4,7,3,3,114,20,1.0,0,0,0,1,0,8800,96500
1980,1320,660,660,7,5,4,4,21,21,2.5,2,400,0,1,1,7750,162000
2973,1494,1494,1479,6,5,3,4,27,27,3.0,2,576,0,1,1,9236,217000
3128,2098,1038,1030,8,5,4,5,19,19,2.5,3,878,1,1,1,10240,275500
2052,1026,1026,1026,6,8,3,4,55,19,2.0,2,440,0,1,1,7930,156000
2200,1471,742,729,6,5,3,3,25,25,2.5,2,440,0,1,1,3230,172500
2634,1768,866,866,8,5,4,4,17,17,2.5,2,578,0,1,1,10769,212000
2058,1386,672,672,6,5,3,3,46,46,2.5,2,440,1,1,1,11616,158900
2245,1501,757,744,7,5,3,3,25,25,2.5,2,440,0,1,1,2280,179400
3849,2531,1328,1318,8,5,4,4,29,29,2.5,3,752,1,1,1,12257,290000
1728,864,864,864,6,6,3,3,65,65,1.0,1,300,0,1,1,9100,127500
2446,1301,1301,1145,5,5,3,2,100,74,1.0,2,440,0,1,1,6911,100000
2303,1547,764,756,7,5,3,4,15,15,2.5,2,614,0,1,1,8640,215200
3617,2365,1268,1252,8,5,4,4,25,25,3.5,3,856,1,1,1,9430,337000
2988,1494,1494,1494,8,5,4,5,29,28,2.5,2,481,1,1,1,9549,270000
3004,1506,1506,1498,9,5,4,5,16,16,2.0,2,592,1,1,1,14587,264132
2694,1714,980,980,7,5,3,3,36,36,2.5,2,496,1,1,1,10421,196500
2733,1750,983,983,6,7,3,3,84,39,3.0,1,423,0,1,1,12508,160000
3696,1836,1836,1860,7,5,4,4,20,19,2.0,2,484,1,1,1,9100,216837
4929,3279,1690,1650,8,5,5,5,21,21,4.5,3,841,1,1,1,53504,538000
1716,858,858,858,5,5,3,3,42,42,2.0,2,576,0,1,1,7252,134900
2056,1220,1220,836,4,5,3,3,73,73,1.0,2,396,0,1,1,8877,102000
2146,1117,1117,1029,6,5,3,3,48,48,2.0,2,672,1,1,1,7819,107000
1824,912,912,912,5,5,3,3,66,66,1.0,1,275,0,1,1,10150,114500
3908,1973,1973,1935,8,5,4,4,18,18,2.0,3,895,1,1,1,14226,395000
2408,1204,1204,1204,6,5,3,3,26,26,3.0,2,412,0,1,1,4500,162000
3228,1614,1614,1614,7,5,4,4,19,18,2.0,3,865,0,1,1,11210,221500
1758,894,894,864,5,5,3,3,50,50,2.0,2,440,1,1,1,13350,142500
2020,2020,2020,0,5,5,3,3,47,47,2.0,2,630,2,0,1,8400,144000
1979,1004,1004,975,6,5,3,3,47,47,2.0,2,504,0,1,1,10530,135000
2490,1253,1253,1237,7,5,3,3,29,28,2.0,2,402,1,1,1,7875,176000
2364,1603,810,761,6,5,4,4,32,32,2.5,2,484,0,1,1,7153,175900
2843,1430,1430,1413,7,5,4,4,23,22,2.0,2,605,0,1,1,16285,187100
2207,1110,1110,1097,5,6,3,4,46,46,2.0,2,602,1,1,1,9101,165500
2226,1484,742,742,6,6,3,3,110,23,2.0,0,0,1,1,0,6300,128000
2714,1342,1342,1372,6,5,3,3,57,57,2.0,2,457,1,1,1,9790,161500
2338,1652,966,686,5,6,3,3,109,74,3.0,1,416,0,1,1,10800,139000
3040,2084,956,956,7,5,4,4,20,20,3.5,2,618,0,1,1,10142,233000
1802,901,901,901,4,7,3,3,70,24,1.0,1,281,0,1,1,6000,107900
2919,2087,976,832,6,8,3,4,58,17,2.5,2,444,0,1,1,12205,187500
2290,1145,1145,1145,7,5,4,4,19,18,2.0,2,397,1,1,1,3182,160200
2091,1062,1062,1029,6,5,3,3,48,48,2.0,2,539,2,1,1,11333,146800
3130,2013,1127,1117,7,5,4,3,28,27,3.5,2,455,1,1,1,9920,269790
2992,1496,1496,1496,8,5,4,4,17,17,2.0,2,474,0,1,1,9158,225000
2607,1895,1086,712,7,5,4,4,30,28,2.5,2,409,1,1,1,10832,194500
2214,1564,888,650,6,6,3,3,44,43,2.5,2,476,1,1,1,8400,171000
1945,1285,1285,660,6,5,3,3,47,47,1.5,2,528,1,1,1,8197,143500
1546,773,773,773,5,5,3,3,71,71,1.0,1,240,0,1,1,7677,110000
5066,3140,1966,1926,9,5,5,5,16,15,3.5,3,820,2,1,1,13518,485000
2499,1768,981,731,5,7,3,4,87,74,2.5,1,240,2,1,1,7200,175000
2304,1688,616,616,6,5,3,4,27,27,3.5,2,603,0,1,1,12798,200000
2392,1196,1196,1196,4,7,3,3,108,34,2.0,2,440,0,1,1,4800,109900
2184,1456,728,728,7,5,4,4,19,19,3.5,2,410,1,1,1,8199,189000
4556,2822,1734,1734,9,5,5,5,16,15,3.5,3,1020,1,1,1,13891,582933
2064,1128,1128,936,5,5,3,3,70,70,1.0,1,286,0,1,1,9000,118000
2845,1428,1428,1417,7,5,4,5,16,16,2.0,2,554,0,1,1,12274,227680
1960,980,980,980,5,5,3,3,57,57,2.0,1,384,0,1,1,9750,135500
2900,1576,1072,1324,5,6,3,4,101,20,3.5,2,528,1,1,1,21384,223500
2110,1086,1086,1024,5,5,3,3,58,58,2.0,2,484,1,1,1,13400,159950
2987,2138,1075,849,5,5,3,3,126,59,2.0,2,360,0,1,1,8100,106000
2349,1309,1309,1040,6,6,3,4,50,25,2.5,2,484,1,1,1,10140,181000
1696,848,848,848,6,5,4,4,20,20,2.0,2,420,1,1,1,4438,144500
1584,1044,1044,540,5,5,2,2,72,72,1.0,2,504,0,1,1,8712,55993
2884,1442,1442,1442,6,6,3,3,66,66,1.5,1,301,0,1,1,9750,157900
1936,1250,686,686,5,7,3,2,106,74,2.0,1,280,0,1,1,8248,116000
3310,1661,1661,1649,7,5,3,4,26,26,2.0,2,598,0,1,1,12137,224900
2016,1008,1008,1008,5,6,3,3,70,70,1.0,1,275,1,1,1,11425,137000
3257,1689,1689,1568,8,5,4,4,22,22,3.0,3,857,2,1,1,13265,271000
2062,1052,1052,1010,6,7,3,3,53,53,2.0,2,440,0,1,1,8816,155000
2716,1358,1358,1358,7,5,4,4,15,14,3.0,2,484,1,1,1,6371,224000
2438,1640,798,798,7,5,4,4,21,21,2.5,2,595,0,1,1,7226,183000
1872,936,936,936,4,4,2,3,71,71,1.0,2,576,0,1,1,6000,93000
2580,1733,847,847,7,5,4,4,21,21,2.5,2,433,1,1,1,12394,225000
2267,1489,944,778,6,7,3,3,84,74,2.0,1,240,1,1,1,9900,139500
2978,1489,1489,1489,8,5,4,4,18,18,2.0,2,776,1,1,1,11216,232600
4162,2084,2084,2078,10,5,5,5,17,16,3.0,3,1220,1,1,1,14803,385000
1568,784,784,784,5,6,3,4,100,74,2.0,0,0,0,1,0,6130,109500
2888,1434,1434,1454,7,5,4,4,23,23,2.0,2,527,1,1,1,8529,189000
3139,2126,1160,1013,5,5,3,3,57,57,3.0,2,538,0,1,1,28698,185000
1743,1223,520,600,7,5,4,4,19,19,2.5,2,480,0,1,1,2544,147400
2784,1392,1392,1392,6,5,3,3,67,67,2.5,2,458,2,1,1,11900,166000
1720,1200,520,600,7,5,3,4,19,19,2.5,2,480,0,1,1,3180,151000
2770,1829,941,941,7,6,4,4,21,21,3.5,2,613,1,1,1,9548,237000
3032,1516,1516,1516,6,6,3,3,60,60,1.5,2,472,0,1,1,10004,167000
2288,1144,1144,1144,5,6,3,3,63,63,2.0,2,456,0,1,1,7875,139950
2134,1067,1067,1067,4,7,3,4,74,29,2.0,2,436,0,1,1,9600,128000
3118,1559,1559,1559,5,6,3,3,76,51,2.0,2,812,0,1,1,8100,153500
1470,987,483,483,6,5,3,3,51,51,2.5,1,264,0,1,1,1680,100000
2198,1099,1099,1099,5,6,3,4,29,18,1.5,1,352,0,1,1,9525,144000
1968,1200,768,768,5,6,3,3,78,29,1.0,1,240,0,1,1,11767,130500
2154,1482,810,672,6,8,3,2,99,74,2.0,1,400,0,1,1,12155,140000
2189,1539,958,650,5,8,3,4,120,22,2.0,2,686,1,1,1,10440,157500
2292,1165,1165,1127,6,7,3,3,58,58,2.5,2,490,0,1,1,9020,174900
3600,1800,1800,1800,5,4,3,3,63,63,2.0,0,0,0,1,0,8000,141000
2292,1416,876,876,5,8,3,3,109,74,1.5,3,720,1,1,1,12665,153900
3091,1701,1701,1390,5,5,3,3,49,43,3.0,2,611,2,1,1,16647,171000
2515,1775,1006,740,7,5,4,4,31,31,3.5,2,425,1,1,1,9317,213000
1728,864,864,864,5,6,3,3,52,52,2.0,1,338,1,1,1,15523,133500
3265,2358,1307,907,6,8,3,3,116,27,3.0,2,360,1,1,1,45600,240000
2383,1855,1094,528,6,7,4,3,48,30,2.5,2,512,1,1,1,9600,187000
1696,848,848,848,6,5,4,4,21,21,2.0,2,420,0,1,1,4435,131500
2729,1456,1456,1273,8,5,4,4,21,21,2.0,2,400,1,1,1,3196,215000
2564,1646,918,918,7,5,3,3,83,74,2.0,1,240,2,1,1,7128,164000
2572,1445,1445,1127,6,6,3,3,60,60,1.5,2,645,1,1,1,12095,158000
3542,1779,1779,1763,5,4,3,3,69,50,2.5,2,454,1,1,1,17920,170000
2080,1040,1040,1040,5,8,3,3,62,14,2.5,1,260,0,1,1,6897,127000
1966,1026,1026,940,6,6,3,3,46,46,2.0,2,576,0,1,1,10970,147000
2183,1481,702,702,6,5,3,3,30,29,2.5,2,343,1,1,1,8125,174000
2460,1370,1370,1090,7,5,3,3,48,48,2.0,2,479,1,1,1,10400,152000
3708,2654,1512,1054,6,7,3,4,56,40,3.5,2,619,1,1,1,11029,250000
2338,1426,912,912,7,8,4,4,106,26,1.5,1,216,1,1,1,7642,189950
2078,1039,1039,1039,5,4,3,3,59,59,2.5,2,504,0,1,1,11625,131500
2137,1097,1097,1040,6,5,3,3,40,39,2.0,2,480,0,1,1,9672,152000
2296,1148,1148,1148,5,5,3,3,65,65,2.0,1,672,0,1,1,7931,132500
2744,1372,1372,1372,7,5,4,4,17,16,2.0,2,529,0,1,1,8640,250580
2004,1002,1002,1002,5,6,3,3,54,54,2.0,2,902,0,1,1,8750,148500
3284,1646,1646,1638,8,5,4,4,18,17,2.0,3,870,1,1,1,10656,248900
2160,1120,1120,1040,4,5,3,2,63,63,2.5,2,544,0,1,1,6970,129000
2267,2320,1547,0,5,6,3,3,76,74,2.0,2,672,1,0,1,14762,169000
2999,1949,1062,1050,7,5,4,4,31,30,3.5,2,574,1,1,1,9938,236000
1788,894,894,894,5,5,3,3,62,62,1.0,1,308,0,1,1,6600,109500
2486,1682,804,804,6,5,3,4,26,26,2.5,2,523,0,1,1,8750,200500
1015,910,910,105,5,7,4,4,71,28,1.0,2,414,0,1,1,8892,116000
